Age,Gender,Revenue_Total,N_Purchases,Purchase_VALUE,Pay_Method,Time_Spent,Browser,Newsletter,Voucher,Purchase_Month,Purchase_Day,Average_PurchaseValue
26,1,17.7,7,9.558,3,700,3,0,1,9,28,2.5285714285714285
28,1,27.6,4,27.6,0,542,1,0,0,9,7,6.9
35,1,3.7,1,3.7,0,156,0,0,0,12,21,3.7
42,1,37.3,5,32.451,3,893,0,0,0,8,26,7.459999999999999
54,0,28.7,3,11.193,1,484,1,0,0,12,23,9.566666666666666
61,1,44.7,5,41.571,1,696,1,0,0,11,10,8.940000000000001
44,1,3.0,1,3.0,2,299,0,0,1,1,16,3.0
57,1,21.3,1,21.3,0,890,0,0,0,11,24,21.3
37,1,29.1,7,27.063,1,444,0,0,0,10,10,4.1571428571428575
43,0,25.1,4,22.088,3,279,0,1,0,12,1,6.275
22,0,38.5,3,31.185,1,597,0,0,0,3,5,12.833333333333334
36,1,33.1,6,22.839,2,942,1,0,0,5,7,5.516666666666667
21,0,39.9,7,27.132,0,998,0,1,0,11,18,5.7
39,0,2.6,6,1.716,3,403,1,0,1,4,18,0.43333333333333335
56,0,9.9,1,9.9,2,152,3,0,0,6,8,9.9
32,0,29.8,7,2.682,1,318,0,0,0,12,14,4.257142857142857
39,0,2.6,5,0.026,2,900,0,0,1,10,28,0.52
46,1,7.4,6,3.108,1,298,0,0,0,1,16,1.2333333333333334
42,0,2.9,5,1.334,0,649,0,0,1,8,12,0.58
61,1,6.8,2,4.964,0,800,0,1,0,4,2,3.4
20,0,40.5,3,17.415,3,911,0,0,0,12,30,13.5
57,1,36.2,4,31.856,2,335,0,0,0,1,5,9.05
26,1,11.7,2,11.115,0,636,0,0,0,3,7,5.85
61,1,3.6,1,3.6,2,190,1,0,1,3,24,3.6
19,0,6.4,2,3.904,3,507,0,0,0,7,1,3.2
59,1,20.8,2,13.728,0,407,0,1,0,4,27,10.4
20,0,0.8,1,0.8,0,604,0,0,0,4,4,0.8
21,0,30.5,5,3.05,0,203,0,0,1,8,12,6.1
16,1,58.3,3,19.239,0,400,1,0,0,12,19,19.433333333333334
47,1,28.2,2,5.358,2,696,2,0,1,10,10,14.1
16,1,45.1,1,45.1,0,168,1,0,0,8,4,45.1
61,1,38.1,3,1.524,3,470,3,0,0,2,3,12.700000000000001
18,1,30.0,7,15.6,1,797,1,0,0,5,29,4.285714285714286
45,1,52.7,1,52.7,1,541,1,1,0,8,18,52.7
53,1,38.4,7,14.976,1,571,1,0,1,9,15,5.485714285714286
40,0,7.9,1,7.9,1,296,3,0,0,9,24,7.9
42,0,28.2,4,21.996,1,772,0,0,0,2,14,7.05
29,0,38.1,3,20.955,1,693,0,0,0,10,2,12.700000000000001
21,1,19.6,6,14.112,3,601,0,0,0,4,3,3.266666666666667
19,1,31.7,1,31.7,1,707,1,0,0,3,20,31.7
28,0,9.1,3,7.644,1,697,3,0,0,5,17,3.033333333333333
59,1,51.3,4,8.721,1,977,0,0,0,8,9,12.825
27,1,14.4,7,2.304,1,784,2,0,0,6,24,2.0571428571428574
28,0,24.4,5,21.472,1,139,0,0,0,2,17,4.88
41,1,1.4,7,1.372,1,302,0,0,0,7,15,0.19999999999999998
38,1,34.9,4,27.92,1,791,0,0,0,12,4,8.725
35,1,8.2,5,1.64,2,435,0,0,0,11,20,1.64
34,1,42.7,4,39.284,1,552,0,0,0,8,21,10.675
61,1,16.1,1,16.1,2,777,0,0,0,3,8,16.1
57,1,4.9,3,3.577,3,1017,1,0,0,9,18,1.6333333333333335
26,1,12.1,2,6.413,3,412,0,0,0,9,16,6.05
17,0,1.9,5,0.456,0,839,0,0,1,2,4,0.38
16,1,30.1,4,9.03,0,357,0,1,1,6,21,7.525
59,1,51.7,3,27.401,1,908,0,1,0,6,1,17.233333333333334
57,1,29.7,5,22.572,3,790,0,1,0,10,21,5.9399999999999995
24,1,58.3,6,1.749,1,148,1,0,0,7,13,9.716666666666667
20,1,50.1,3,16.533,1,257,0,0,0,6,17,16.7
48,0,38.8,5,26.384,1,1065,3,0,0,8,27,7.76
37,1,31.0,7,20.46,3,490,0,0,0,5,21,4.428571428571429
38,1,24.4,7,16.836,2,1011,1,1,1,3,19,3.4857142857142853
23,1,26.1,5,2.61,2,901,3,0,0,9,23,5.220000000000001
44,1,6.4,4,4.096,1,752,2,0,0,4,24,1.6
54,0,34.7,1,34.7,3,552,0,0,0,9,26,34.7
36,1,24.0,1,24.0,0,881,1,0,0,12,24,24.0
50,0,30.8,1,30.8,0,402,0,0,0,9,28,30.8
35,1,38.1,4,38.1,0,792,1,0,0,7,30,9.525
28,1,42.7,6,13.237,0,424,3,1,0,6,9,7.116666666666667
20,1,17.4,7,5.22,0,464,1,0,0,5,3,2.4857142857142853
30,1,50.9,5,20.36,2,196,0,0,0,9,6,10.18
20,1,31.9,2,18.821,1,373,0,1,0,6,27,15.95
59,0,9.6,5,7.488,1,790,3,0,0,6,5,1.92
63,1,11.4,4,11.286,2,553,1,0,0,9,6,2.85
62,1,46.7,6,12.609,0,718,0,0,0,7,4,7.783333333333334
58,1,39.0,7,20.67,0,736,1,0,0,10,22,5.571428571428571
19,0,15.0,2,10.65,2,809,2,1,0,7,29,7.5
19,1,36.2,7,33.666,2,840,1,0,0,10,15,5.171428571428572
58,1,37.5,1,37.5,0,950,0,0,0,5,10,37.5
43,1,21.4,3,9.202,3,188,1,0,1,11,8,7.133333333333333
28,0,25.3,3,5.06,1,802,1,1,0,12,14,8.433333333333334
17,1,39.5,4,38.315,3,417,0,0,0,6,15,9.875
54,0,1.6,7,0.24,3,819,2,0,1,10,6,0.2285714285714286
23,1,9.5,1,9.5,1,226,3,0,0,9,5,9.5
25,1,6.1,4,0.915,2,227,1,0,1,10,2,1.525
55,1,30.0,4,17.4,0,714,0,0,1,2,10,7.5
60,1,31.7,2,3.17,0,526,0,0,0,9,5,15.85
43,0,0.5,3,0.33,3,689,0,0,0,11,11,0.16666666666666666
59,1,38.2,5,34.762,0,970,0,0,0,9,16,7.640000000000001
49,1,29.7,7,5.049,0,699,0,0,0,11,2,4.242857142857143
42,1,14.7,5,11.172,0,830,0,0,0,8,21,2.94
40,1,54.7,3,32.82,2,334,3,0,0,9,16,18.233333333333334
49,1,19.4,1,19.4,2,507,0,0,1,9,28,19.4
31,1,39.8,4,10.348,0,341,0,0,1,9,25,9.95
56,1,26.7,4,17.355,1,211,3,0,1,11,1,6.675
23,0,2.0,6,0.32,3,599,0,0,0,12,19,0.3333333333333333
27,0,36.7,2,1.468,2,471,0,1,0,6,16,18.35
44,1,20.1,2,0.402,0,594,0,0,0,9,6,10.05
19,1,1.8,2,1.026,0,289,0,0,1,7,8,0.9
61,1,44.5,1,44.5,2,1030,0,0,0,8,1,44.5
32,0,3.5,1,3.5,0,475,0,0,0,5,29,3.5
45,0,3.5,5,1.715,0,489,1,0,0,9,18,0.7
16,0,43.3,5,29.877,1,183,0,0,0,12,13,8.66
20,0,20.8,3,9.568,1,669,1,0,1,7,29,6.933333333333334
57,0,57.1,2,26.266,3,685,0,1,0,3,8,28.55
56,1,9.9,1,9.9,1,1040,0,0,0,11,27,9.9
40,1,31.4,2,11.618,0,239,0,1,0,5,3,15.7
35,0,30.0,2,13.2,1,595,0,0,0,2,18,15.0
61,0,3.0,4,1.23,2,208,1,0,0,1,23,0.75
50,1,19.4,7,9.118,3,812,0,0,0,5,31,2.7714285714285714
62,1,37.3,5,30.586,1,249,0,1,0,11,21,7.459999999999999
59,0,43.3,3,43.3,3,326,1,0,0,8,24,14.433333333333332
51,1,39.3,3,30.261,0,773,3,0,0,2,17,13.1
26,1,37.7,6,37.323,3,960,0,0,0,8,13,6.283333333333334
44,0,12.7,3,0.254,0,151,1,0,0,4,27,4.233333333333333
17,0,37.4,2,28.424,1,495,0,0,0,12,31,18.7
59,1,32.0,6,13.12,1,578,0,0,0,1,8,5.333333333333333
25,0,53.9,6,9.163,0,296,0,0,1,11,19,8.983333333333333
51,1,11.9,3,7.497,0,370,0,1,0,12,7,3.966666666666667
62,0,24.9,2,5.229,0,488,0,0,0,11,9,12.45
46,0,2.7,1,2.7,0,306,3,0,0,2,19,2.7
52,1,39.6,7,38.016,1,1017,2,0,0,5,17,5.6571428571428575
62,1,36.5,6,10.95,0,137,0,1,1,11,19,6.083333333333333
54,0,3.3,7,1.98,1,858,0,0,0,10,21,0.4714285714285714
63,1,53.5,7,32.1,1,773,0,0,0,9,16,7.642857142857143
17,1,6.4,5,0.448,0,817,0,0,0,3,21,1.28
40,1,21.8,3,21.582,0,737,1,0,0,5,27,7.266666666666667
23,1,17.1,1,17.1,0,157,0,0,0,11,14,17.1
62,0,3.9,3,2.808,1,827,2,0,1,5,18,1.3
60,1,55.7,2,55.143,2,361,0,0,0,6,28,27.85
16,1,8.6,5,6.45,0,887,0,0,0,5,8,1.72
34,0,33.7,6,12.806,2,177,0,0,0,6,30,5.616666666666667
39,1,53.9,3,49.588,2,799,0,1,1,10,15,17.966666666666665
54,1,27.0,7,27.0,2,781,0,0,1,8,13,3.857142857142857
60,0,16.0,6,11.84,0,462,0,0,0,7,30,2.6666666666666665
30,0,3.6,3,1.296,1,523,0,0,1,4,16,1.2
28,0,53.9,5,45.276,0,1060,1,1,1,3,10,10.78
26,1,56.7,7,15.876,2,967,0,0,1,12,2,8.1
59,1,24.6,5,6.888,1,260,0,0,0,7,22,4.92
57,1,37.0,7,28.86,0,1040,0,1,0,6,12,5.285714285714286
55,1,18.4,6,2.76,3,679,3,0,0,1,17,3.0666666666666664
53,0,33.9,5,4.407,1,558,2,0,0,4,27,6.779999999999999
60,1,29.6,1,29.6,2,948,0,0,1,9,5,29.6
40,1,53.1,5,21.24,3,570,0,0,0,5,16,10.620000000000001
18,1,10.9,5,4.796,1,708,0,0,0,1,31,2.18
58,1,21.6,2,13.608,1,231,0,0,0,7,27,10.8
46,1,14.8,7,9.62,2,855,0,0,0,10,8,2.1142857142857143
16,0,6.9,7,6.693,1,444,1,0,0,8,2,0.9857142857142858
26,0,23.1,4,4.389,3,1028,0,0,0,2,4,5.775
29,0,7.7,2,1.848,3,699,2,0,0,2,1,3.85
46,0,38.6,3,20.072,1,254,0,1,0,9,7,12.866666666666667
59,1,3.0,1,3.0,2,214,0,0,1,5,2,3.0
53,0,4.6,3,1.288,3,600,0,0,1,6,3,1.5333333333333332
34,1,15.7,1,15.7,1,509,0,0,1,10,31,15.7
57,1,12.6,7,5.04,2,794,1,0,0,8,2,1.8
60,1,30.3,2,27.876,0,798,3,0,1,6,17,15.15
33,1,7.8,7,6.084,0,358,0,0,0,3,15,1.1142857142857143
30,1,35.5,6,12.07,1,946,0,0,0,9,18,5.916666666666667
39,1,35.5,6,20.945,2,906,3,0,0,7,16,5.916666666666667
48,1,8.1,3,0.324,2,547,0,0,0,10,31,2.6999999999999997
56,1,33.1,3,26.149,0,226,0,0,0,11,18,11.033333333333333
35,1,18.4,7,0.368,0,141,0,0,0,11,28,2.6285714285714286
49,1,58.9,7,55.955,3,316,0,1,0,4,23,8.414285714285715
63,1,35.6,5,13.172,0,806,1,0,0,9,15,7.12
44,0,59.5,2,30.345,3,1015,0,0,0,9,16,29.75
63,1,39.9,4,3.99,3,416,0,0,1,9,26,9.975
38,1,50.1,7,7.515,0,346,0,0,0,10,23,7.1571428571428575
23,1,18.4,2,16.008,2,211,0,0,1,4,28,9.2
21,1,58.1,5,55.776,1,616,0,0,0,1,14,11.620000000000001
16,1,51.5,7,30.385,0,318,0,0,0,8,2,7.357142857142857
50,1,4.2,6,0.168,3,797,0,1,1,12,7,0.7000000000000001
41,1,16.2,4,12.798,0,1035,0,0,0,1,15,4.05
54,1,58.3,5,48.972,1,257,0,0,0,11,5,11.66
25,1,18.6,4,7.44,0,555,0,0,0,11,7,4.65
38,1,37.7,7,31.291,1,501,0,1,0,6,19,5.385714285714286
17,1,18.4,4,8.464,0,1050,0,1,0,6,3,4.6
29,1,5.2,4,2.028,1,344,0,0,1,11,1,1.3
25,1,7.2,3,2.664,0,518,0,0,1,1,24,2.4
40,0,23.8,2,18.564,1,847,0,0,0,5,3,11.9
62,1,29.9,4,5.382,3,558,3,0,1,5,4,7.475
63,0,14.6,5,11.096,3,318,0,0,0,9,9,2.92
47,1,49.9,5,11.477,0,309,0,1,0,4,26,9.98
55,1,21.1,7,6.963,0,786,0,0,0,10,25,3.0142857142857147
56,1,18.6,7,10.788,1,574,0,0,0,7,27,2.6571428571428575
32,1,51.1,4,29.638,2,500,1,1,0,10,12,12.775
35,1,21.1,2,13.715,1,750,0,0,0,7,12,10.55
21,1,28.9,6,21.675,3,228,0,0,1,12,31,4.816666666666666
40,1,37.0,2,1.11,2,1065,1,0,0,12,13,18.5
60,1,34.4,3,3.784,3,345,1,0,1,1,2,11.466666666666667
28,1,30.9,5,4.944,3,253,0,0,0,12,15,6.18
45,0,34.6,7,12.11,3,696,0,0,0,11,25,4.942857142857143
63,1,15.8,3,0.79,2,696,0,0,0,8,23,5.266666666666667
60,1,32.9,3,15.134,0,344,3,0,0,9,2,10.966666666666667
27,1,36.3,1,36.3,2,884,0,0,0,3,6,36.3
29,1,12.0,6,9.36,3,374,0,1,0,9,13,2.0
43,0,39.3,1,39.3,2,634,1,0,0,6,11,39.3
50,1,19.5,7,8.385,1,328,1,0,1,9,30,2.7857142857142856
25,1,33.6,5,17.808,3,887,0,0,1,1,5,6.720000000000001
26,0,45.7,3,38.845,1,990,0,0,0,11,7,15.233333333333334
60,0,34.6,1,34.6,0,820,1,1,0,7,19,34.6
49,1,39.8,2,32.238,3,247,0,0,0,7,10,19.9
35,0,36.9,2,19.188,2,543,1,0,0,5,18,18.45
51,1,36.1,4,35.017,0,353,0,0,1,2,28,9.025
25,0,30.2,4,23.556,2,325,1,0,0,10,20,7.55
48,1,21.3,7,16.401,1,480,0,1,0,8,5,3.042857142857143
31,1,7.1,4,0.142,0,861,0,0,0,8,21,1.775
54,0,31.3,4,11.268,1,181,1,0,0,6,3,7.825
56,0,34.7,3,4.164,0,588,0,0,0,4,3,11.566666666666668
62,1,31.5,5,3.78,3,446,0,0,1,12,1,6.3
31,1,2.4,5,1.296,0,1023,0,0,0,12,8,0.48
63,1,38.8,3,34.144,0,943,0,0,0,10,10,12.933333333333332
17,1,38.7,5,8.901,0,881,0,0,0,12,8,7.74
58,0,41.9,3,14.665,0,624,1,0,0,1,31,13.966666666666667
23,0,28.2,7,23.406,1,431,0,0,1,6,2,4.0285714285714285
45,1,6.9,5,6.762,3,163,3,0,0,6,17,1.3800000000000001
49,1,30.7,1,30.7,0,794,1,0,0,7,18,30.7
56,1,39.5,5,15.01,1,479,2,0,0,10,15,7.9
20,1,46.5,2,24.18,0,700,0,0,0,9,10,23.25
51,1,30.2,4,3.02,0,700,1,0,0,5,10,7.55
18,1,34.2,5,32.49,0,1015,0,1,0,12,6,6.840000000000001
48,0,47.3,5,38.313,1,389,3,0,1,11,11,9.459999999999999
28,1,9.1,7,7.644,3,929,0,0,0,6,27,1.3
30,1,45.9,6,25.704,1,409,0,1,0,11,14,7.6499999999999995
27,0,57.1,6,29.692,3,222,1,0,0,12,26,9.516666666666667
58,0,36.5,7,23.725,0,130,0,0,0,1,6,5.214285714285714
41,1,34.2,5,30.096,2,791,0,0,0,7,4,6.840000000000001
51,1,9.4,3,7.144,3,474,0,1,0,8,17,3.1333333333333333
42,1,10.1,2,0.404,1,145,0,0,0,3,15,5.05
16,1,49.3,5,7.395,2,838,0,0,0,3,30,9.86
36,0,30.8,3,27.412,3,708,0,0,0,8,11,10.266666666666667
55,1,31.3,6,28.17,3,383,0,0,1,12,9,5.216666666666667
45,1,33.8,3,30.082,2,286,0,0,0,9,27,11.266666666666666
54,0,35.2,3,10.912,0,561,3,0,1,11,23,11.733333333333334
51,1,28.6,2,20.592,1,959,0,0,0,1,8,14.3
61,1,39.0,3,38.22,2,846,0,0,0,7,12,13.0
45,1,31.4,4,9.106,2,922,0,0,0,4,5,7.85
58,1,33.9,2,32.883,1,665,0,0,1,4,8,16.95
26,1,47.5,3,10.45,0,791,0,0,0,9,24,15.833333333333334
26,0,57.1,2,16.559,2,231,0,0,1,4,17,28.55
38,0,52.3,3,30.857,0,378,0,1,0,7,13,17.433333333333334
55,0,34.1,2,9.207,3,376,0,0,0,11,5,17.05
52,1,15.4,2,2.156,2,666,0,0,1,8,19,7.7
24,1,25.9,3,13.468,2,1003,0,0,0,11,20,8.633333333333333
57,1,31.9,7,6.061,3,622,0,1,0,10,19,4.557142857142857
55,1,43.5,6,25.665,2,263,0,0,0,10,29,7.25
57,0,28.1,4,6.744,1,557,0,0,0,9,18,7.025
32,1,43.5,7,12.615,1,326,0,0,1,1,22,6.214285714285714
36,0,35.7,3,30.702,3,966,1,0,1,6,19,11.9
36,0,19.3,7,2.316,0,513,0,0,1,12,2,2.757142857142857
48,0,32.5,4,12.35,2,590,2,0,0,5,13,8.125
56,1,18.6,3,15.066,1,362,0,1,0,11,21,6.2
46,1,18.7,3,9.911,0,888,0,0,0,9,28,6.233333333333333
32,1,13.0,7,12.61,3,564,3,0,0,6,8,1.8571428571428572
48,1,35.7,4,22.134,0,747,0,0,0,10,5,8.925
54,0,55.3,6,46.452,1,508,0,0,0,11,8,9.216666666666667
48,1,37.8,5,30.996,2,412,0,0,1,12,22,7.56
20,0,47.9,5,0.958,3,202,1,0,0,1,13,9.58
63,1,18.5,3,2.775,2,912,0,0,1,4,8,6.166666666666667
32,1,31.2,2,3.432,2,270,0,0,0,6,8,15.6
29,1,33.9,2,3.729,0,670,0,0,0,5,15,16.95
61,1,1.3,4,1.027,2,753,1,0,0,12,10,0.325
57,0,14.0,6,3.64,1,967,1,0,0,3,31,2.3333333333333335
62,1,59.9,2,59.9,0,364,1,0,0,4,24,29.95
37,1,22.1,2,20.774,2,157,0,0,0,1,20,11.05
19,0,24.6,5,8.61,1,692,0,0,1,6,10,4.92
60,0,23.9,7,15.535,0,510,3,0,0,2,24,3.414285714285714
23,1,57.3,3,37.245,1,292,1,0,0,3,16,19.099999999999998
31,1,14.8,3,7.252,0,287,3,0,0,1,11,4.933333333333334
22,0,57.7,5,43.852,3,626,0,0,0,10,30,11.540000000000001
21,1,6.2,1,6.2,2,941,0,0,0,2,12,6.2
21,0,18.2,6,17.108,2,239,0,1,0,7,31,3.033333333333333
52,0,38.1,4,36.957,2,573,0,1,0,12,3,9.525
56,0,24.2,2,14.278,2,509,0,0,0,9,3,12.1
23,1,17.4,1,17.4,3,271,3,0,0,9,18,17.4
30,0,28.3,5,9.056,0,210,1,0,0,5,12,5.66
59,1,52.7,2,38.998,3,663,0,0,0,10,15,26.35
50,1,49.1,4,11.784,0,609,3,1,1,7,18,12.275
47,1,35.3,1,35.3,3,654,0,0,0,4,19,35.3
35,1,31.1,1,31.1,1,389,0,0,0,2,19,31.1
35,1,10.3,1,10.3,3,566,0,1,0,1,28,10.3
25,0,25.5,1,25.5,1,459,0,1,0,9,19,25.5
26,1,49.7,1,49.7,1,683,0,0,0,6,14,49.7
45,0,55.7,6,3.899,0,580,2,0,1,11,11,9.283333333333333
20,1,40.1,1,40.1,2,520,0,0,0,1,1,40.1
24,0,18.0,4,15.3,0,921,0,0,0,11,19,4.5
16,1,2.5,2,1.825,0,1042,0,0,1,9,11,1.25
26,1,28.5,5,15.105,1,560,0,0,0,4,8,5.7
27,0,55.9,3,32.422,0,228,1,0,0,12,13,18.633333333333333
29,1,3.5,4,0.84,0,857,0,0,0,12,6,0.875
61,0,15.4,2,3.234,0,773,1,0,0,8,13,7.7
38,1,32.8,7,23.944,1,392,0,0,1,8,7,4.685714285714285
54,1,27.7,5,21.606,1,772,1,1,1,3,24,5.54
43,1,48.3,5,18.354,0,177,1,0,1,6,21,9.66
61,1,34.1,1,34.1,3,951,1,1,0,1,8,34.1
52,0,35.5,2,2.84,2,707,0,0,0,7,29,17.75
63,0,23.2,2,16.008,1,203,1,0,0,5,16,11.6
53,1,4.7,1,4.7,0,397,0,0,0,11,14,4.7
41,1,35.7,3,21.777,1,377,3,0,0,8,17,11.9
46,1,56.7,1,56.7,3,959,0,0,1,10,22,56.7
57,1,40.7,2,21.978,1,618,1,1,0,3,10,20.35
60,1,12.9,1,12.9,2,1053,0,0,0,7,8,12.9
23,1,19.9,7,2.388,2,219,0,0,0,3,1,2.8428571428571425
35,0,23.9,6,10.994,1,961,1,1,0,8,7,3.983333333333333
34,0,38.1,5,26.289,0,234,0,0,0,5,3,7.62
62,1,32.9,4,15.463,3,229,3,0,0,11,12,8.225
34,0,11.6,6,7.424,2,171,0,1,0,5,13,1.9333333333333333
51,1,26.9,6,13.988,3,785,1,0,1,4,28,4.483333333333333
22,0,14.0,6,5.6,1,230,2,0,1,5,20,2.3333333333333335
29,1,21.4,6,14.98,1,666,0,0,0,5,23,3.5666666666666664
31,0,38.6,2,29.722,0,806,0,0,0,5,31,19.3
46,0,36.9,1,36.9,0,358,0,0,0,12,8,36.9
20,1,47.1,5,19.782,0,182,1,0,0,5,12,9.42
55,1,32.1,4,18.297,1,408,3,0,0,2,7,8.025
29,1,32.1,2,9.63,1,421,0,1,0,2,5,16.05
59,1,17.0,6,10.37,0,531,0,1,0,3,4,2.8333333333333335
36,1,13.0,2,12.09,1,1068,0,0,0,1,17,6.5
55,1,24.5,6,18.375,0,555,0,0,0,7,17,4.083333333333333
49,1,33.1,4,33.1,0,738,0,0,0,1,6,8.275
17,1,6.1,7,4.636,3,666,0,0,0,6,11,0.8714285714285713
20,1,35.5,3,12.07,0,850,0,0,0,4,11,11.833333333333334
58,0,12.7,7,0.127,1,782,3,0,0,7,16,1.8142857142857143
36,1,38.6,7,37.828,1,200,2,0,0,7,4,5.514285714285714
52,0,52.7,5,21.08,1,444,0,0,1,6,10,10.540000000000001
34,0,30.9,1,30.9,0,344,0,1,0,8,12,30.9
47,1,6.0,1,6.0,1,354,1,0,0,9,10,6.0
16,1,34.3,2,0.686,0,533,0,0,1,6,15,17.15
36,1,33.6,3,16.464,3,826,0,0,1,4,16,11.200000000000001
41,1,31.4,6,0.628,2,370,1,0,0,2,28,5.233333333333333
19,0,57.9,4,46.32,0,1040,0,1,1,7,26,14.475
28,1,11.6,5,8.816,3,612,0,1,1,9,11,2.32
51,1,45.1,2,39.688,2,1044,0,1,0,9,10,22.55
25,1,48.5,1,48.5,0,253,1,0,0,5,30,48.5
56,1,27.9,6,10.602,3,1059,0,1,0,4,11,4.6499999999999995
28,1,17.6,5,2.112,2,170,1,0,1,6,8,3.5200000000000005
30,0,53.5,5,12.84,1,643,0,0,0,12,27,10.7
61,1,34.3,3,31.899,2,164,0,0,0,12,30,11.433333333333332
63,0,24.8,6,12.648,1,733,1,0,0,7,18,4.133333333333334
33,1,31.7,6,19.654,1,620,0,1,1,8,19,5.283333333333333
35,1,15.1,3,9.06,1,637,0,0,0,11,22,5.033333333333333
34,1,7.0,2,2.45,2,528,0,0,1,11,24,3.5
40,1,31.4,7,4.396,1,613,0,0,0,1,15,4.485714285714286
54,1,31.5,3,6.93,2,958,3,0,0,3,16,10.5
39,1,47.7,4,32.436,0,606,2,1,0,8,13,11.925
17,1,30.6,2,9.18,3,909,1,0,0,3,30,15.3
59,1,33.0,5,28.71,1,879,0,0,0,6,12,6.6
51,0,39.7,3,32.951,0,825,3,0,1,1,1,13.233333333333334
26,0,15.8,3,7.9,3,477,1,0,0,10,12,5.266666666666667
40,0,2.9,2,0.986,2,559,1,0,0,10,31,1.45
38,1,21.8,1,21.8,3,539,0,0,0,5,24,21.8
44,0,33.1,1,33.1,0,202,0,0,0,12,25,33.1
23,1,12.8,5,11.136,2,506,0,0,0,7,22,2.56
56,1,6.2,1,6.2,0,121,1,1,0,7,21,6.2
36,0,13.0,7,1.43,0,145,0,0,0,1,30,1.8571428571428572
52,1,30.4,2,14.896,2,934,2,0,0,10,19,15.2
17,0,39.2,7,10.192,0,481,3,0,0,11,19,5.6000000000000005
50,1,20.2,6,18.18,2,765,0,0,1,5,24,3.3666666666666667
18,1,39.7,3,33.348,2,1056,0,0,1,5,18,13.233333333333334
58,1,37.7,1,37.7,0,147,3,0,1,7,23,37.7
38,1,48.7,2,34.09,2,561,0,0,0,3,8,24.35
26,1,38.2,5,15.28,0,627,0,1,1,9,2,7.640000000000001
45,1,34.7,5,30.189,1,941,0,0,1,9,25,6.94
53,1,30.5,7,14.03,1,401,3,0,0,9,1,4.357142857142857
49,1,26.5,5,12.455,3,320,0,0,0,1,19,5.3
25,1,56.7,1,56.7,0,757,1,0,1,6,27,56.7
53,1,39.4,3,6.698,2,190,0,1,1,6,5,13.133333333333333
26,0,39.3,6,16.113,0,227,0,0,0,3,7,6.55
44,1,46.5,2,18.6,1,713,0,0,0,4,18,23.25
25,1,49.1,2,20.622,2,862,0,0,1,7,10,24.55
39,1,1.6,7,0.304,1,273,3,0,0,9,2,0.2285714285714286
36,0,17.3,7,3.287,1,145,1,0,1,10,15,2.4714285714285715
35,1,36.9,7,16.236,0,799,2,0,0,3,19,5.271428571428571
20,0,19.9,3,3.582,0,294,0,0,1,2,24,6.633333333333333
41,1,15.2,1,15.2,2,970,0,0,1,11,8,15.2
17,0,35.3,6,15.532,1,607,0,0,0,8,8,5.883333333333333
25,1,30.5,7,10.37,1,366,0,0,0,6,7,4.357142857142857
51,0,28.3,6,9.622,0,654,0,0,0,7,2,4.716666666666667
59,1,32.2,7,12.558,3,383,0,0,0,4,13,4.6000000000000005
17,0,16.2,1,16.2,1,925,0,1,0,8,24,16.2
36,1,15.6,7,3.276,0,439,0,0,1,11,7,2.2285714285714286
50,0,27.9,7,8.091,1,121,0,0,0,10,4,3.9857142857142853
41,1,27.0,7,4.59,1,716,0,1,0,2,11,3.857142857142857
60,1,29.2,2,21.024,2,518,3,0,0,4,24,14.6
61,1,38.3,1,38.3,1,773,0,0,0,7,25,38.3
24,1,20.3,7,4.06,0,798,1,0,1,11,11,2.9
27,1,3.3,5,0.759,1,658,0,1,0,1,4,0.6599999999999999
59,1,26.9,1,26.9,0,824,0,0,0,11,5,26.9
41,1,42.7,6,6.405,2,594,3,0,0,6,16,7.116666666666667
44,1,32.5,7,19.825,2,684,0,0,0,8,17,4.642857142857143
16,0,37.1,6,10.388,3,613,0,1,0,12,15,6.183333333333334
25,1,28.9,1,28.9,1,331,0,0,0,2,19,28.9
32,1,10.2,1,10.2,1,229,0,0,1,10,8,10.2
23,0,13.1,5,1.834,3,704,1,0,0,3,7,2.62
24,1,7.6,7,2.584,3,638,0,0,0,2,3,1.0857142857142856
38,1,31.6,5,20.54,1,429,0,1,0,2,24,6.32
42,1,36.9,2,3.321,0,447,3,1,0,9,4,18.45
32,1,33.3,3,28.971,2,839,0,0,0,10,27,11.1
27,1,26.0,2,13.78,0,484,0,0,1,10,6,13.0
24,1,10.8,7,7.02,3,968,0,0,0,10,26,1.542857142857143
17,0,30.9,6,29.664,2,591,1,1,0,2,7,5.1499999999999995
44,0,7.2,4,0.936,2,186,0,0,0,4,1,1.8
22,1,53.3,7,7.462,0,1017,1,1,1,10,18,7.614285714285714
34,0,34.1,7,27.962,0,764,1,0,0,1,13,4.871428571428572
44,1,53.3,6,16.523,2,491,0,0,0,4,7,8.883333333333333
60,1,16.2,7,12.96,1,630,1,0,0,11,24,2.314285714285714
53,1,30.7,2,7.061,2,485,1,0,0,11,17,15.35
30,1,20.7,7,8.28,2,991,0,0,0,2,23,2.957142857142857
28,0,52.9,3,45.494,0,888,1,0,0,6,13,17.633333333333333
31,1,2.9,1,2.9,0,298,1,0,0,5,8,2.9
27,1,38.3,4,3.83,0,355,3,0,0,10,4,9.575
31,0,32.0,3,15.68,1,165,0,0,0,10,11,10.666666666666666
57,1,40.3,5,13.299,0,929,0,1,0,12,29,8.059999999999999
